createfood:blocks/apple_cheesecake | minecraft:block | createfood:apple_cheesecake createfood:apple_cheesecake_slice createfood:blocks/apple_cheesecake minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/toffee_chip_waffle | minecraft:block | createfood:blocks/toffee_chip_waffle createfood:toffee_chip_mini_waffle createfood:toffee_chip_waffle minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/toffee_chip_waffle_plate_block | minecraft:block | createfood:blocks/toffee_chip_waffle_plate_block createfood:toffee_chip_waffle_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/toffee_chocolate_pastry_plate_block | minecraft:block | createfood:blocks/toffee_chocolate_pastry_plate_block createfood:toffee_chocolate_pastry createfood:toffee_chocolate_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/toffee_chocolate_plate_block | minecraft:block | createfood:blocks/toffee_chocolate_plate_block createfood:toffee_chocolate createfood:toffee_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/toffee_chocolate_sweet_roll_plate_block | minecraft:block | createfood:blocks/toffee_chocolate_sweet_roll_plate_block createfood:toffee_chocolate_sweet_roll createfood:toffee_chocolate_sweet_roll_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/toffee_dark_chocolate_plate_block | minecraft:block | createfood:blocks/toffee_dark_chocolate_plate_block createfood:toffee_dark_chocolate createfood:toffee_dark_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/toffee_fudge_plate_block | minecraft:block | createfood:blocks/toffee_fudge_plate_block createfood:toffee_fudge createfood:toffee_fudge_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/toffee_marshmallow_stick_plate_block | minecraft:block | createfood:blocks/toffee_marshmallow_stick_plate_block createfood:toffee_marshmallow_stick createfood:toffee_marshmallow_stick_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/toffee_pastry_plate_block | minecraft:block | createfood:blocks/toffee_pastry_plate_block createfood:toffee_pastry createfood:toffee_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/toffee_sweet_roll_plate_block | minecraft:block | createfood:blocks/toffee_sweet_roll_plate_block createfood:toffee_sweet_roll createfood:toffee_sweet_roll_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/toffee_toast_plate_block | minecraft:block | createfood:blocks/toffee_toast_plate_block createfood:toffee_toast_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/toffee_white_chocolate_plate_block | minecraft:block | createfood:blocks/toffee_white_chocolate_plate_block createfood:toffee_white_chocolate createfood:toffee_white_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/tomato_cream_soup_bowl_block | minecraft:block | createfood:blocks/tomato_cream_soup_bowl_block createfood:tomato_cream_soup_bowl_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/tortilla_chip_bowl_block | minecraft:block | createfood:blocks/tortilla_chip_bowl_block createfood:tortilla_chip_bowl_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/ube_cake_base | minecraft:block | createfood:blocks/ube_cake_base createfood:ube_cake_base minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/ube_cake_base_plate_block | minecraft:block | createfood:blocks/ube_cake_base_plate_block createfood:ube_cake_base_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/ube_cream_frosting_bottle_block | minecraft:block | createfood:blocks/ube_cream_frosting_bottle_block createfood:ube_cream_frosting_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/ube_cream_ube_cake | minecraft:block | createfood:blocks/ube_cream_ube_cake createfood:ube_cream_ube_cake createfood:ube_cream_ube_cake_slice minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/ube_cream_ube_cake_plate_block | minecraft:block | createfood:blocks/ube_cream_ube_cake_plate_block createfood:ube_cream_ube_cake_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/ube_cream_ube_cake_slice_small_plate_block | minecraft:block | createfood:blocks/ube_cream_ube_cake_slice_small_plate_block createfood:ube_cream_ube_cake_slice_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/ube_cream_ube_cupcake_plate_block | minecraft:block | createfood:blocks/ube_cream_ube_cupcake_plate_block createfood:ube_cream_ube_cupcake createfood:ube_cream_ube_cupcake_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/ube_cupcake_base_plate_block | minecraft:block | createfood:blocks/ube_cupcake_base_plate_block createfood:ube_cupcake_base createfood:ube_cupcake_base_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/vegetable_sandwich_beetroot_lettuce_plate_block | minecraft:block | createfood:blocks/vegetable_sandwich_beetroot_lettuce_plate_block createfood:vegetable_sandwich_beetroot_lettuce_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/vegetable_sandwich_lettuce_tomato_plate_block | minecraft:block | createfood:blocks/vegetable_sandwich_lettuce_tomato_plate_block createfood:vegetable_sandwich_lettuce_tomato_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/vegetable_wrap_onion_lettuce_tomato_plate_block | minecraft:block | createfood:blocks/vegetable_wrap_onion_lettuce_tomato_plate_block createfood:vegetable_wrap_onion_lettuce_tomato createfood:vegetable_wrap_onion_lettuce_tomato_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/vinegar_bottle_block | minecraft:block | createfood:blocks/vinegar_bottle_block createfood:vinegar_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/waffle | minecraft:block | createfood:blocks/waffle createfood:mini_waffle createfood:waffle minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/waffle_plate_block | minecraft:block | createfood:blocks/waffle_plate_block createfood:waffle_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/white_chocolate_bottle_block | minecraft:block | createfood:blocks/white_chocolate_bottle_block createfood:white_chocolate_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/white_chocolate_chip_chocolate_cookie_plate_block | minecraft:block | createfood:blocks/white_chocolate_chip_chocolate_cookie_plate_block createfood:white_chocolate_chip_chocolate_cookie createfood:white_chocolate_chip_chocolate_cookie_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/white_chocolate_chip_chocolate_milkshake_bottle_block | minecraft:block | createfood:blocks/white_chocolate_chip_chocolate_milkshake_bottle_block createfood:white_chocolate_chip_chocolate_milkshake_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/white_chocolate_chip_cookie_plate_block | minecraft:block | createfood:blocks/white_chocolate_chip_cookie_plate_block createfood:white_chocolate_chip_cookie createfood:white_chocolate_chip_cookie_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/white_chocolate_chip_ice_cream_cone_plate_block | minecraft:block | createfood:blocks/white_chocolate_chip_ice_cream_cone_plate_block createfood:white_chocolate_chip_ice_cream_cone createfood:white_chocolate_chip_ice_cream_cone_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/white_chocolate_chip_milkshake_bottle_block | minecraft:block | createfood:blocks/white_chocolate_chip_milkshake_bottle_block createfood:white_chocolate_chip_milkshake_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/white_chocolate_chip_mini_waffle_plate_block | minecraft:block | createfood:blocks/white_chocolate_chip_mini_waffle_plate_block createfood:white_chocolate_chip_mini_waffle createfood:white_chocolate_chip_mini_waffle_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/white_chocolate_chip_muffin_plate_block | minecraft:block | createfood:blocks/white_chocolate_chip_muffin_plate_block createfood:white_chocolate_chip_muffin createfood:white_chocolate_chip_muffin_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/white_chocolate_chip_waffle | minecraft:block | createfood:blocks/white_chocolate_chip_waffle createfood:white_chocolate_chip_mini_waffle createfood:white_chocolate_chip_waffle minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/white_chocolate_chip_waffle_plate_block | minecraft:block | createfood:blocks/white_chocolate_chip_waffle_plate_block createfood:white_chocolate_chip_waffle_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/white_chocolate_chocolate_pastry_plate_block | minecraft:block | createfood:blocks/white_chocolate_chocolate_pastry_plate_block createfood:white_chocolate_chocolate_pastry createfood:white_chocolate_chocolate_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/white_chocolate_fudge_plate_block | minecraft:block | createfood:blocks/white_chocolate_fudge_plate_block createfood:white_chocolate_fudge createfood:white_chocolate_fudge_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/white_chocolate_marshmallow_stick_plate_block | minecraft:block | createfood:blocks/white_chocolate_marshmallow_stick_plate_block createfood:white_chocolate_marshmallow_stick createfood:white_chocolate_marshmallow_stick_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/white_chocolate_pastry_plate_block | minecraft:block | createfood:blocks/white_chocolate_pastry_plate_block createfood:white_chocolate_pastry createfood:white_chocolate_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/white_chocolate_toast_plate_block | minecraft:block | createfood:blocks/white_chocolate_toast_plate_block createfood:white_chocolate_toast_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/yellow_gelatin_dessert_block | minecraft:block | createfood:blocks/yellow_gelatin_dessert_block createfood:yellow_gelatin_dessert_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/yellow_gelatin_dessert_slice_plate_block | minecraft:block | createfood:blocks/yellow_gelatin_dessert_slice_plate_block createfood:yellow_gelatin_dessert_slice createfood:yellow_gelatin_dessert_slice_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/yogurt_bottle_block | minecraft:block | createfood:blocks/yogurt_bottle_block createfood:yogurt_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/yogurt_bowl_berry_block | minecraft:block | createfood:blocks/yogurt_bowl_berry_block createfood:yogurt_bowl_berry_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/yogurt_bowl_block | minecraft:block | createfood:blocks/yogurt_bowl_block createfood:yogurt_bowl_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/yogurt_bowl_chorus_fruit_block | minecraft:block | createfood:blocks/yogurt_bowl_chorus_fruit_block createfood:yogurt_bowl_chorus_fruit_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/yogurt_bowl_glow_berry_block | minecraft:block | createfood:blocks/yogurt_bowl_glow_berry_block createfood:yogurt_bowl_glow_berry_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/yogurt_bowl_honey_block | minecraft:block | createfood:blocks/yogurt_bowl_honey_block createfood:yogurt_bowl_honey_block minecraft:block minecraft:item minecraft:survives_explosion
