recipe_integration:aether/freezing/biomeswevegone/packed_black_ice | aether:freezing | aether:freezing biomeswevegone:black_ice biomeswevegone:packed_black_ice neoforge:mod_loaded
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/blackwood | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_blackwood_log regions_unexplored:stripped_blackwood_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/blue_bioshroom | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_blue_bioshroom_hyphae regions_unexplored:stripped_blue_bioshroom_stem
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/brimwood | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_brimwood_log regions_unexplored:stripped_brimwood_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/cobalt | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_cobalt_log regions_unexplored:stripped_cobalt_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/cypress | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_cypress_log regions_unexplored:stripped_cypress_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/dead | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_dead_log regions_unexplored:stripped_dead_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/eucalyptus | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_eucalyptus_log regions_unexplored:stripped_eucalyptus_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/green_bioshroom | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_green_bioshroom_hyphae regions_unexplored:stripped_green_bioshroom_stem
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/joshua | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_joshua_log regions_unexplored:stripped_joshua_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/kapok | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_kapok_log regions_unexplored:stripped_kapok_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/larch | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_larch_log regions_unexplored:stripped_larch_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/magnolia | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_magnolia_log regions_unexplored:stripped_magnolia_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/maple | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_maple_log regions_unexplored:stripped_maple_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/mauve | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_mauve_log regions_unexplored:stripped_mauve_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/palm | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_palm_log regions_unexplored:stripped_palm_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/pine | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_pine_log regions_unexplored:stripped_pine_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/pink_bioshroom | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_pink_bioshroom_hyphae regions_unexplored:stripped_pink_bioshroom_stem
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/redwood | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_redwood_log regions_unexplored:stripped_redwood_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/socotra | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_socotra_log regions_unexplored:stripped_socotra_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/willow | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_willow_log regions_unexplored:stripped_willow_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/stripped_wood/yellow_bioshroom | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:stripped_yellow_bioshroom_hyphae regions_unexplored:stripped_yellow_bioshroom_stem
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/baobab | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:baobab_log regions_unexplored:baobab_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/blackwood | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:blackwood_log regions_unexplored:blackwood_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/blue_bioshroom | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:blue_bioshroom_hyphae regions_unexplored:blue_bioshroom_stem
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/brimwood | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:brimwood_log regions_unexplored:brimwood_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/cobalt | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:cobalt_log regions_unexplored:cobalt_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/cypress | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:cypress_log regions_unexplored:cypress_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/dead | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:dead_log regions_unexplored:dead_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/eucalyptus | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:eucalyptus_log regions_unexplored:eucalyptus_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/green_bioshroom | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:green_bioshroom_hyphae regions_unexplored:green_bioshroom_stem
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/joshua | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:joshua_log regions_unexplored:joshua_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/kapok | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:kapok_log regions_unexplored:kapok_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/larch | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:larch_log regions_unexplored:larch_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/magnolia | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:magnolia_log regions_unexplored:magnolia_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/maple | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:maple_log regions_unexplored:maple_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/mauve | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:mauve_log regions_unexplored:mauve_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/palm | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:palm_log regions_unexplored:palm_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/pine | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:pine_log regions_unexplored:pine_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/pink_bioshroom | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:pink_bioshroom_hyphae regions_unexplored:pink_bioshroom_stem
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/redwood | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:redwood_log regions_unexplored:redwood_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/silver_birch | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:silver_birch_log regions_unexplored:silver_birch_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/socotra | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:socotra_log regions_unexplored:socotra_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/willow | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:willow_log regions_unexplored:willow_wood
recipe_integration:modern_industrialization/packer/regions_unexplored/wood/yellow_bioshroom | modern_industrialization:packer | modern_industrialization:packer neoforge:mod_loaded regions_unexplored:yellow_bioshroom_hyphae regions_unexplored:yellow_bioshroom_stem
recipe_integration:modern_industrialization/packer/sgjourney/block/pure_naquadah | modern_industrialization:packer | modern_industrialization:packer modern_industrialization:packer_block_template neoforge:mod_loaded sgjourney:pure_naquadah sgjourney:pure_naquadah_block
recipe_integration:modern_industrialization/packer/sgjourney/ingot/naquadah_alloy | modern_industrialization:packer | c:nuggets/naquadah_alloy modern_industrialization:packer neoforge:mod_loaded sgjourney:naquadah_alloy
