more_slabs_stairs_and_walls:acacia_leaves_slab_from_acacia_leaves_stonecutting | minecraft:stonecutting | minecraft:acacia_leaves minecraft:stonecutting more_slabs_stairs_and_walls:acacia_leaves_slab
more_slabs_stairs_and_walls:stripped_warped_stem_slab_to_planks | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:warped_planks more_slabs_stairs_and_walls:stripped_warped_stem_slab
more_slabs_stairs_and_walls:stripped_warped_stem_stairs_from_stripped_warped_stem_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:stripped_warped_stem more_slabs_stairs_and_walls:stripped_warped_stem_stairs
more_slabs_stairs_and_walls:stripped_warped_stem_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:stripped_warped_stem more_slabs_stairs_and_walls:stripped_warped_stem_stairs
more_slabs_stairs_and_walls:stripped_warped_stem_stairs_to_planks | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:warped_planks more_slabs_stairs_and_walls:stripped_warped_stem_stairs
more_slabs_stairs_and_walls:stripped_warped_stem_wall_from_stripped_warped_stem_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:stripped_warped_stem more_slabs_stairs_and_walls:stripped_warped_stem_wall
more_slabs_stairs_and_walls:stripped_warped_stem_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:stripped_warped_stem more_slabs_stairs_and_walls:stripped_warped_stem_wall
more_slabs_stairs_and_walls:stripped_warped_stem_wall_to_planks | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:warped_planks more_slabs_stairs_and_walls:stripped_warped_stem_wall
more_slabs_stairs_and_walls:terracotta_slab_from_smelting_clay_slab | minecraft:smelting | minecraft:smelting more_slabs_stairs_and_walls:clay_slab more_slabs_stairs_and_walls:terracotta_slab
more_slabs_stairs_and_walls:terracotta_slab_from_terracotta_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:terracotta more_slabs_stairs_and_walls:terracotta_slab
more_slabs_stairs_and_walls:terracotta_slab_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:terracotta more_slabs_stairs_and_walls:terracotta_slab
more_slabs_stairs_and_walls:terracotta_stairs_from_smelting_clay_stairs | minecraft:smelting | minecraft:smelting more_slabs_stairs_and_walls:clay_stairs more_slabs_stairs_and_walls:terracotta_stairs
more_slabs_stairs_and_walls:terracotta_stairs_from_terracotta_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:terracotta more_slabs_stairs_and_walls:terracotta_stairs
more_slabs_stairs_and_walls:terracotta_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:terracotta more_slabs_stairs_and_walls:terracotta_stairs
more_slabs_stairs_and_walls:terracotta_wall_from_smelting_clay_wall | minecraft:smelting | minecraft:smelting more_slabs_stairs_and_walls:clay_wall more_slabs_stairs_and_walls:terracotta_wall
more_slabs_stairs_and_walls:terracotta_wall_from_terracotta_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:terracotta more_slabs_stairs_and_walls:terracotta_wall
more_slabs_stairs_and_walls:terracotta_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:terracotta more_slabs_stairs_and_walls:terracotta_wall
more_slabs_stairs_and_walls:tube_coral_block_slab_from_tube_coral_block_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:tube_coral_block more_slabs_stairs_and_walls:tube_coral_block_slab
more_slabs_stairs_and_walls:tube_coral_block_slab_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:tube_coral_block more_slabs_stairs_and_walls:tube_coral_block_slab
more_slabs_stairs_and_walls:tube_coral_block_stairs_from_tube_coral_block_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:tube_coral_block more_slabs_stairs_and_walls:tube_coral_block_stairs
more_slabs_stairs_and_walls:tube_coral_block_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:tube_coral_block more_slabs_stairs_and_walls:tube_coral_block_stairs
more_slabs_stairs_and_walls:tube_coral_block_wall_from_tube_coral_block_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:tube_coral_block more_slabs_stairs_and_walls:tube_coral_block_wall
more_slabs_stairs_and_walls:tube_coral_block_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:tube_coral_block more_slabs_stairs_and_walls:tube_coral_block_wall
more_slabs_stairs_and_walls:verdant_froglight_slab_from_verdant_froglight_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:verdant_froglight more_slabs_stairs_and_walls:verdant_froglight_slab
more_slabs_stairs_and_walls:verdant_froglight_slab_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:verdant_froglight more_slabs_stairs_and_walls:verdant_froglight_slab
more_slabs_stairs_and_walls:verdant_froglight_stairs_from_verdant_froglight_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:verdant_froglight more_slabs_stairs_and_walls:verdant_froglight_stairs
more_slabs_stairs_and_walls:verdant_froglight_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:verdant_froglight more_slabs_stairs_and_walls:verdant_froglight_stairs
more_slabs_stairs_and_walls:verdant_froglight_wall_from_verdant_froglight_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:verdant_froglight more_slabs_stairs_and_walls:verdant_froglight_wall
more_slabs_stairs_and_walls:verdant_froglight_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:verdant_froglight more_slabs_stairs_and_walls:verdant_froglight_wall
more_slabs_stairs_and_walls:warped_hyphae_slab_from_warped_hyphae_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_hyphae more_slabs_stairs_and_walls:warped_hyphae_slab
more_slabs_stairs_and_walls:warped_hyphae_slab_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_hyphae more_slabs_stairs_and_walls:warped_hyphae_slab
more_slabs_stairs_and_walls:warped_hyphae_slab_to_planks | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:warped_planks more_slabs_stairs_and_walls:warped_hyphae_slab
more_slabs_stairs_and_walls:warped_hyphae_stairs_from_warped_hyphae_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_hyphae more_slabs_stairs_and_walls:warped_hyphae_stairs
more_slabs_stairs_and_walls:warped_hyphae_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_hyphae more_slabs_stairs_and_walls:warped_hyphae_stairs
more_slabs_stairs_and_walls:warped_hyphae_stairs_to_planks | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:warped_planks more_slabs_stairs_and_walls:warped_hyphae_stairs
more_slabs_stairs_and_walls:warped_hyphae_wall_from_warped_hyphae_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_hyphae more_slabs_stairs_and_walls:warped_hyphae_wall
more_slabs_stairs_and_walls:warped_hyphae_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_hyphae more_slabs_stairs_and_walls:warped_hyphae_wall
more_slabs_stairs_and_walls:warped_hyphae_wall_to_planks | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:warped_planks more_slabs_stairs_and_walls:warped_hyphae_wall
more_slabs_stairs_and_walls:warped_nylium_slab_from_warped_nylium_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_nylium more_slabs_stairs_and_walls:warped_nylium_slab
more_slabs_stairs_and_walls:warped_nylium_slab_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_nylium more_slabs_stairs_and_walls:warped_nylium_slab
more_slabs_stairs_and_walls:warped_nylium_stairs_from_warped_nylium_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_nylium more_slabs_stairs_and_walls:warped_nylium_stairs
more_slabs_stairs_and_walls:warped_nylium_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_nylium more_slabs_stairs_and_walls:warped_nylium_stairs
more_slabs_stairs_and_walls:warped_nylium_wall_from_warped_nylium_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_nylium more_slabs_stairs_and_walls:warped_nylium_wall
more_slabs_stairs_and_walls:warped_nylium_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_nylium more_slabs_stairs_and_walls:warped_nylium_wall
more_slabs_stairs_and_walls:warped_planks_wall_from_warped_planks_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_planks more_slabs_stairs_and_walls:warped_planks_wall
more_slabs_stairs_and_walls:warped_planks_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_planks more_slabs_stairs_and_walls:warped_planks_wall
more_slabs_stairs_and_walls:warped_stem_slab_from_warped_stem_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_stem more_slabs_stairs_and_walls:warped_stem_slab
more_slabs_stairs_and_walls:warped_stem_slab_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_stem more_slabs_stairs_and_walls:warped_stem_slab
more_slabs_stairs_and_walls:warped_stem_slab_to_planks | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:warped_planks more_slabs_stairs_and_walls:warped_stem_slab
more_slabs_stairs_and_walls:warped_stem_stairs_from_warped_stem_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_stem more_slabs_stairs_and_walls:warped_stem_stairs
more_slabs_stairs_and_walls:warped_stem_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_stem more_slabs_stairs_and_walls:warped_stem_stairs
more_slabs_stairs_and_walls:warped_stem_stairs_to_planks | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:warped_planks more_slabs_stairs_and_walls:warped_stem_stairs
more_slabs_stairs_and_walls:warped_stem_wall_from_warped_stem_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_stem more_slabs_stairs_and_walls:warped_stem_wall
more_slabs_stairs_and_walls:warped_stem_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_stem more_slabs_stairs_and_walls:warped_stem_wall
more_slabs_stairs_and_walls:warped_stem_wall_to_planks | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:warped_planks more_slabs_stairs_and_walls:warped_stem_wall
more_slabs_stairs_and_walls:warped_wart_slab_from_warped_wart_block_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_wart_block more_slabs_stairs_and_walls:warped_wart_slab
more_slabs_stairs_and_walls:warped_wart_slab_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_wart_block more_slabs_stairs_and_walls:warped_wart_slab
more_slabs_stairs_and_walls:warped_wart_stairs_from_warped_wart_block_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_wart_block more_slabs_stairs_and_walls:warped_wart_stairs
more_slabs_stairs_and_walls:warped_wart_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_wart_block more_slabs_stairs_and_walls:warped_wart_stairs
more_slabs_stairs_and_walls:warped_wart_wall_from_warped_wart_block_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:warped_wart_block more_slabs_stairs_and_walls:warped_wart_wall
more_slabs_stairs_and_walls:warped_wart_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:warped_wart_block more_slabs_stairs_and_walls:warped_wart_wall
more_slabs_stairs_and_walls:waxed_chiseled_copper_slab_from_waxed_chiseled_copper_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_chiseled_copper more_slabs_stairs_and_walls:waxed_chiseled_copper_slab
more_slabs_stairs_and_walls:waxed_chiseled_copper_slab_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_chiseled_copper more_slabs_stairs_and_walls:waxed_chiseled_copper_slab
more_slabs_stairs_and_walls:waxed_chiseled_copper_stairs_from_waxed_chiseled_copper_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_chiseled_copper more_slabs_stairs_and_walls:waxed_chiseled_copper_stairs
more_slabs_stairs_and_walls:waxed_chiseled_copper_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_chiseled_copper more_slabs_stairs_and_walls:waxed_chiseled_copper_stairs
more_slabs_stairs_and_walls:waxed_chiseled_copper_wall_from_waxed_chiseled_copper_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_chiseled_copper more_slabs_stairs_and_walls:waxed_chiseled_copper_wall
more_slabs_stairs_and_walls:waxed_chiseled_copper_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_chiseled_copper more_slabs_stairs_and_walls:waxed_chiseled_copper_wall
more_slabs_stairs_and_walls:waxed_copper_block_slab_from_waxed_copper_block_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_copper_block more_slabs_stairs_and_walls:waxed_copper_block_slab
more_slabs_stairs_and_walls:waxed_copper_block_slab_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_copper_block more_slabs_stairs_and_walls:waxed_copper_block_slab
more_slabs_stairs_and_walls:waxed_copper_block_stairs_from_waxed_copper_block_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_copper_block more_slabs_stairs_and_walls:waxed_copper_block_stairs
more_slabs_stairs_and_walls:waxed_copper_block_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_copper_block more_slabs_stairs_and_walls:waxed_copper_block_stairs
more_slabs_stairs_and_walls:waxed_copper_block_wall_from_waxed_copper_block_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_copper_block more_slabs_stairs_and_walls:waxed_copper_block_wall
more_slabs_stairs_and_walls:waxed_copper_block_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_copper_block more_slabs_stairs_and_walls:waxed_copper_block_wall
more_slabs_stairs_and_walls:waxed_copper_grate_slab_from_waxed_copper_grate_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_copper_grate more_slabs_stairs_and_walls:waxed_copper_grate_slab
more_slabs_stairs_and_walls:waxed_copper_grate_slab_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_copper_grate more_slabs_stairs_and_walls:waxed_copper_grate_slab
more_slabs_stairs_and_walls:waxed_copper_grate_stairs_from_waxed_copper_grate_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_copper_grate more_slabs_stairs_and_walls:waxed_copper_grate_stairs
more_slabs_stairs_and_walls:waxed_copper_grate_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_copper_grate more_slabs_stairs_and_walls:waxed_copper_grate_stairs
more_slabs_stairs_and_walls:waxed_copper_grate_wall_from_waxed_copper_grate_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_copper_grate more_slabs_stairs_and_walls:waxed_copper_grate_wall
more_slabs_stairs_and_walls:waxed_copper_grate_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_copper_grate more_slabs_stairs_and_walls:waxed_copper_grate_wall
more_slabs_stairs_and_walls:waxed_cut_copper_wall_from_waxed_cut_copper_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_cut_copper more_slabs_stairs_and_walls:waxed_cut_copper_wall
more_slabs_stairs_and_walls:waxed_cut_copper_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_cut_copper more_slabs_stairs_and_walls:waxed_cut_copper_wall
more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_slab_from_waxed_exposed_chiseled_copper_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_exposed_chiseled_copper more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_slab
more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_slab_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_exposed_chiseled_copper more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_slab
more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_stairs_from_waxed_exposed_chiseled_copper_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_exposed_chiseled_copper more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_stairs
more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_stairs_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_exposed_chiseled_copper more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_stairs
more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_wall_from_waxed_exposed_chiseled_copper_stonecutting | minecraft:stonecutting | minecraft:stonecutting minecraft:waxed_exposed_chiseled_copper more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_wall
more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_wall_shaped | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:waxed_exposed_chiseled_copper more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_wall
