quark:automation/crafting/chute | minecraft:crafting_shaped | c:rods/wooden minecraft:crafting_shaped minecraft:planks quark:chute zeta:flag
quark:tweaks/crafting/utility/better_stone_tools/hoe | minecraft:crafting_shaped | c:rods/wooden minecraft:crafting_shaped minecraft:stone_hoe quark:stone_tool_materials zeta:flag
quark:tweaks/crafting/utility/better_stone_tools/pickaxe | minecraft:crafting_shaped | c:rods/wooden minecraft:crafting_shaped minecraft:stone_pickaxe quark:stone_tool_materials zeta:flag
quark:tweaks/crafting/utility/better_stone_tools/shovel | minecraft:crafting_shaped | c:rods/wooden minecraft:crafting_shaped minecraft:stone_shovel quark:stone_tool_materials zeta:flag
quark:tweaks/crafting/utility/better_stone_tools/sword | minecraft:crafting_shaped | c:rods/wooden minecraft:crafting_shaped minecraft:stone_sword quark:stone_tool_materials zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_acacia_chest_boat | minecraft:crafting_shaped | c:chests/wooden minecraft:acacia_chest_boat minecraft:acacia_planks minecraft:crafting_shaped zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_ancient_chest_boat | minecraft:crafting_shaped | c:chests/wooden minecraft:crafting_shaped neoforge:and quark:ancient_chest_boat quark:ancient_planks zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_azalea_chest_boat | minecraft:crafting_shaped | c:chests/wooden minecraft:crafting_shaped neoforge:and quark:azalea_chest_boat quark:azalea_planks zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_bamboo_chest_raft | minecraft:crafting_shaped | c:chests/wooden minecraft:bamboo_chest_raft minecraft:bamboo_planks minecraft:crafting_shaped zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_birch_chest_boat | minecraft:crafting_shaped | c:chests/wooden minecraft:birch_chest_boat minecraft:birch_planks minecraft:crafting_shaped zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_blossom_chest_boat | minecraft:crafting_shaped | c:chests/wooden minecraft:crafting_shaped neoforge:and quark:blossom_chest_boat quark:blossom_planks zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_cherry_chest_boat | minecraft:crafting_shaped | c:chests/wooden minecraft:cherry_chest_boat minecraft:cherry_planks minecraft:crafting_shaped zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_dark_oak_chest_boat | minecraft:crafting_shaped | c:chests/wooden minecraft:crafting_shaped minecraft:dark_oak_chest_boat minecraft:dark_oak_planks zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_jungle_chest_boat | minecraft:crafting_shaped | c:chests/wooden minecraft:crafting_shaped minecraft:jungle_chest_boat minecraft:jungle_planks zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_mangrove_chest_boat | minecraft:crafting_shaped | c:chests/wooden minecraft:crafting_shaped minecraft:mangrove_chest_boat minecraft:mangrove_planks zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_oak_chest_boat | minecraft:crafting_shaped | c:chests/wooden minecraft:crafting_shaped minecraft:oak_chest_boat minecraft:oak_planks zeta:flag
quark:tweaks/crafting/utility/chest_boat/direct_spruce_chest_boat | minecraft:crafting_shaped | c:chests/wooden minecraft:crafting_shaped minecraft:spruce_chest_boat minecraft:spruce_planks zeta:flag
quark:tweaks/crafting/utility/coral/brain_to_pink | minecraft:crafting_shapeless | minecraft:brain_coral minecraft:brain_coral_fan minecraft:crafting_shapeless minecraft:pink_dye zeta:flag
quark:tweaks/crafting/utility/coral/bubble_to_magenta | minecraft:crafting_shapeless | minecraft:bubble_coral minecraft:bubble_coral_fan minecraft:crafting_shapeless minecraft:magenta_dye zeta:flag
quark:tweaks/crafting/utility/coral/fire_to_red | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:fire_coral minecraft:fire_coral_fan minecraft:red_dye zeta:flag
quark:tweaks/crafting/utility/coral/horn_to_yellow | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:horn_coral minecraft:horn_coral_fan minecraft:yellow_dye zeta:flag
quark:tweaks/crafting/utility/coral/tube_to_blue | minecraft:crafting_shapeless | minecraft:blue_dye minecraft:crafting_shapeless minecraft:tube_coral minecraft:tube_coral_fan zeta:flag
quark:tweaks/crafting/utility/misc/charcoal_to_black_dye | minecraft:crafting_shapeless | minecraft:black_dye minecraft:charcoal minecraft:crafting_shapeless zeta:flag
quark:tweaks/crafting/utility/misc/chest_minecart | minecraft:crafting_shaped | c:chests/wooden c:ingots/iron minecraft:chest_minecart minecraft:crafting_shaped zeta:flag
quark:tweaks/crafting/utility/misc/dispenser_bow | minecraft:crafting_shapeless | minecraft:bow minecraft:crafting_shapeless minecraft:dispenser minecraft:dropper zeta:flag
quark:tweaks/crafting/utility/misc/dispenser_no_bow | minecraft:crafting_shaped | c:rods/wooden minecraft:crafting_shaped minecraft:dispenser minecraft:dropper minecraft:string zeta:flag
quark:tweaks/crafting/utility/misc/easy_hopper | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped minecraft:hopper minecraft:logs zeta:flag
quark:tweaks/crafting/utility/misc/easy_sticks | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:logs minecraft:stick zeta:flag
quark:tweaks/crafting/utility/misc/easy_sticks_bamboo | minecraft:crafting_shaped | minecraft:bamboo_blocks minecraft:crafting_shaped minecraft:stick zeta:flag
quark:tweaks/crafting/utility/misc/furnace_minecart | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped minecraft:furnace minecraft:furnace_minecart zeta:flag
quark:tweaks/crafting/utility/misc/hopper_minecart | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped minecraft:hopper minecraft:hopper_minecart zeta:flag
quark:tweaks/crafting/utility/misc/repeater | minecraft:crafting_shaped | c:dusts/redstone c:rods/wooden minecraft:crafting_shaped minecraft:repeater minecraft:stone zeta:flag
quark:tweaks/crafting/utility/misc/tnt_minecart | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped minecraft:tnt minecraft:tnt_minecart zeta:flag
quark:tweaks/smelting/bone_meal_utility | minecraft:smelting | minecraft:bone minecraft:bone_meal minecraft:smelting zeta:flag
quark:tweaks/smelting/clean_glass | minecraft:smelting | minecraft:glass minecraft:smelting quark:dirty_glass zeta:flag
quark:tweaks/smelting/raw_copper_block_smelt | minecraft:smelting | minecraft:copper_block minecraft:raw_copper_block minecraft:smelting zeta:flag
quark:tweaks/smelting/raw_copper_bricks_smelt | minecraft:smelting | minecraft:copper_block minecraft:smelting neoforge:and quark:raw_copper_bricks zeta:flag
quark:tweaks/smelting/raw_gold_block_smelt | minecraft:smelting | minecraft:gold_block minecraft:raw_gold_block minecraft:smelting zeta:flag
quark:tweaks/smelting/raw_gold_bricks_smelt | minecraft:smelting | minecraft:gold_block minecraft:smelting neoforge:and quark:raw_gold_bricks zeta:flag
quark:tweaks/smelting/raw_iron_block_smelt | minecraft:smelting | minecraft:iron_block minecraft:raw_iron_block minecraft:smelting zeta:flag
quark:tweaks/smelting/raw_iron_bricks_smelt | minecraft:smelting | minecraft:iron_block minecraft:smelting neoforge:and quark:raw_iron_bricks zeta:flag
quark:world/crafting/black_corundum_pane | minecraft:crafting_shaped | minecraft:crafting_shaped quark:black_corundum quark:black_corundum_pane
quark:world/crafting/black_waxed_corundum | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:honeycomb quark:black_corundum quark:waxed_black_corundum zeta:flag
quark:world/crafting/blue_corundum_pane | minecraft:crafting_shaped | minecraft:crafting_shaped quark:blue_corundum quark:blue_corundum_pane
quark:world/crafting/blue_waxed_corundum | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:honeycomb quark:blue_corundum quark:waxed_blue_corundum zeta:flag
quark:world/crafting/green_corundum_pane | minecraft:crafting_shaped | minecraft:crafting_shaped quark:green_corundum quark:green_corundum_pane
quark:world/crafting/green_waxed_corundum | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:honeycomb quark:green_corundum quark:waxed_green_corundum zeta:flag
quark:world/crafting/indigo_corundum_pane | minecraft:crafting_shaped | minecraft:crafting_shaped quark:indigo_corundum quark:indigo_corundum_pane
quark:world/crafting/indigo_waxed_corundum | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:honeycomb quark:indigo_corundum quark:waxed_indigo_corundum zeta:flag
quark:world/crafting/orange_corundum_pane | minecraft:crafting_shaped | minecraft:crafting_shaped quark:orange_corundum quark:orange_corundum_pane
quark:world/crafting/orange_waxed_corundum | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:honeycomb quark:orange_corundum quark:waxed_orange_corundum zeta:flag
quark:world/crafting/permafrost_bricks | minecraft:crafting_shaped | minecraft:crafting_shaped quark:permafrost quark:permafrost_bricks zeta:flag
quark:world/crafting/polished_jasper | minecraft:crafting_shaped | minecraft:crafting_shaped quark:jasper quark:polished_jasper zeta:flag
quark:world/crafting/polished_limestone | minecraft:crafting_shaped | minecraft:crafting_shaped quark:limestone quark:polished_limestone zeta:flag
quark:world/crafting/polished_myalite | minecraft:crafting_shaped | minecraft:crafting_shaped quark:myalite quark:polished_myalite zeta:flag
quark:world/crafting/polished_shale | minecraft:crafting_shaped | minecraft:crafting_shaped quark:polished_shale quark:shale zeta:flag
quark:world/crafting/red_corundum_pane | minecraft:crafting_shaped | minecraft:crafting_shaped quark:red_corundum quark:red_corundum_pane
quark:world/crafting/red_waxed_corundum | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:honeycomb quark:red_corundum quark:waxed_red_corundum zeta:flag
quark:world/crafting/slabs/jasper_bricks_slab | minecraft:crafting_shaped | minecraft:crafting_shaped neoforge:and quark:jasper_bricks quark:jasper_bricks_slab zeta:flag
quark:world/crafting/slabs/jasper_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:jasper quark:jasper_slab zeta:flag
quark:world/crafting/slabs/limestone_bricks_slab | minecraft:crafting_shaped | minecraft:crafting_shaped neoforge:and quark:limestone_bricks quark:limestone_bricks_slab zeta:flag
quark:world/crafting/slabs/limestone_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:limestone quark:limestone_slab zeta:flag
quark:world/crafting/slabs/midori_block_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:midori_block quark:midori_block_slab zeta:flag
quark:world/crafting/slabs/myalite_bricks_slab | minecraft:crafting_shaped | minecraft:crafting_shaped neoforge:and quark:myalite_bricks quark:myalite_bricks_slab zeta:flag
quark:world/crafting/slabs/myalite_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:myalite quark:myalite_slab zeta:flag
quark:world/crafting/slabs/permafrost_bricks_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:permafrost_bricks quark:permafrost_bricks_slab zeta:flag
quark:world/crafting/slabs/permafrost_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:permafrost quark:permafrost_slab zeta:flag
quark:world/crafting/slabs/polished_jasper_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:polished_jasper quark:polished_jasper_slab zeta:flag
quark:world/crafting/slabs/polished_limestone_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:polished_limestone quark:polished_limestone_slab zeta:flag
quark:world/crafting/slabs/polished_myalite_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:polished_myalite quark:polished_myalite_slab zeta:flag
quark:world/crafting/slabs/polished_shale_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:polished_shale quark:polished_shale_slab zeta:flag
quark:world/crafting/slabs/shale_bricks_slab | minecraft:crafting_shaped | minecraft:crafting_shaped neoforge:and quark:shale_bricks quark:shale_bricks_slab zeta:flag
quark:world/crafting/slabs/shale_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:shale quark:shale_slab zeta:flag
quark:world/crafting/stairs/jasper_bricks_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped neoforge:and quark:jasper_bricks quark:jasper_bricks_stairs zeta:flag
quark:world/crafting/stairs/jasper_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped quark:jasper quark:jasper_stairs zeta:flag
quark:world/crafting/stairs/limestone_bricks_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped neoforge:and quark:limestone_bricks quark:limestone_bricks_stairs zeta:flag
quark:world/crafting/stairs/limestone_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped quark:limestone quark:limestone_stairs zeta:flag
quark:world/crafting/stairs/midori_block_slab | minecraft:crafting_shaped | minecraft:crafting_shaped quark:midori_block quark:midori_block_stairs zeta:flag
quark:world/crafting/stairs/myalite_bricks_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped neoforge:and quark:myalite_bricks quark:myalite_bricks_stairs zeta:flag
quark:world/crafting/stairs/myalite_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped quark:myalite quark:myalite_stairs zeta:flag
quark:world/crafting/stairs/permafrost_bricks_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped quark:permafrost_bricks quark:permafrost_bricks_stairs zeta:flag
quark:world/crafting/stairs/permafrost_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped quark:permafrost quark:permafrost_stairs zeta:flag
quark:world/crafting/stairs/polished_jasper_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped quark:polished_jasper quark:polished_jasper_stairs zeta:flag
quark:world/crafting/stairs/polished_limestone_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped quark:polished_limestone quark:polished_limestone_stairs zeta:flag
quark:world/crafting/stairs/polished_myalite_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped quark:polished_myalite quark:polished_myalite_stairs zeta:flag
quark:world/crafting/stairs/polished_shale_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped quark:polished_shale quark:polished_shale_stairs zeta:flag
quark:world/crafting/stairs/shale_bricks_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped neoforge:and quark:shale_bricks quark:shale_bricks_stairs zeta:flag
quark:world/crafting/stairs/shale_stairs | minecraft:crafting_shaped | minecraft:crafting_shaped quark:shale quark:shale_stairs zeta:flag
quark:world/crafting/violet_corundum_pane | minecraft:crafting_shaped | minecraft:crafting_shaped quark:violet_corundum quark:violet_corundum_pane
quark:world/crafting/violet_waxed_corundum | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:honeycomb quark:violet_corundum quark:waxed_violet_corundum zeta:flag
quark:world/crafting/walls/jasper_bricks_wall | minecraft:crafting_shaped | minecraft:crafting_shaped quark:jasper_bricks quark:jasper_bricks_wall zeta:flag
quark:world/crafting/walls/jasper_wall | minecraft:crafting_shaped | minecraft:crafting_shaped quark:jasper quark:jasper_wall zeta:flag
quark:world/crafting/walls/limestone_bricks_wall | minecraft:crafting_shaped | minecraft:crafting_shaped quark:limestone_bricks quark:limestone_bricks_wall zeta:flag
quark:world/crafting/walls/limestone_wall | minecraft:crafting_shaped | minecraft:crafting_shaped quark:limestone quark:limestone_wall zeta:flag
quark:world/crafting/walls/myalite_bricks_wall | minecraft:crafting_shaped | minecraft:crafting_shaped quark:myalite_bricks quark:myalite_bricks_wall zeta:flag
quark:world/crafting/walls/myalite_wall | minecraft:crafting_shaped | minecraft:crafting_shaped quark:myalite quark:myalite_wall zeta:flag
