railways:benchcart | minecraft:crafting_shapeless | c:workbench minecraft:crafting_shapeless minecraft:minecart railways:benchcart
railways:stonecutting/palettes/cycling/light_gray_flat_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:light_gray_flat_riveted_locometal railways:palettes/cycle_groups/light_gray
railways:stonecutting/palettes/cycling/light_gray_flat_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:light_gray_flat_slashed_locometal railways:palettes/cycle_groups/light_gray
railways:stonecutting/palettes/cycling/light_gray_locometal_pillar | minecraft:stonecutting | minecraft:stonecutting railways:light_gray_locometal_pillar railways:palettes/cycle_groups/light_gray
railways:stonecutting/palettes/cycling/light_gray_locometal_smokebox | minecraft:stonecutting | minecraft:stonecutting railways:light_gray_locometal_smokebox railways:palettes/cycle_groups/light_gray
railways:stonecutting/palettes/cycling/light_gray_plated_locometal | minecraft:stonecutting | minecraft:stonecutting railways:light_gray_plated_locometal railways:palettes/cycle_groups/light_gray
railways:stonecutting/palettes/cycling/light_gray_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:light_gray_riveted_locometal railways:palettes/cycle_groups/light_gray
railways:stonecutting/palettes/cycling/light_gray_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:light_gray_slashed_locometal railways:palettes/cycle_groups/light_gray
railways:stonecutting/palettes/cycling/lime_flat_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:lime_flat_riveted_locometal railways:palettes/cycle_groups/lime
railways:stonecutting/palettes/cycling/lime_flat_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:lime_flat_slashed_locometal railways:palettes/cycle_groups/lime
railways:stonecutting/palettes/cycling/lime_locometal_pillar | minecraft:stonecutting | minecraft:stonecutting railways:lime_locometal_pillar railways:palettes/cycle_groups/lime
railways:stonecutting/palettes/cycling/lime_locometal_smokebox | minecraft:stonecutting | minecraft:stonecutting railways:lime_locometal_smokebox railways:palettes/cycle_groups/lime
railways:stonecutting/palettes/cycling/lime_plated_locometal | minecraft:stonecutting | minecraft:stonecutting railways:lime_plated_locometal railways:palettes/cycle_groups/lime
railways:stonecutting/palettes/cycling/lime_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:lime_riveted_locometal railways:palettes/cycle_groups/lime
railways:stonecutting/palettes/cycling/lime_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:lime_slashed_locometal railways:palettes/cycle_groups/lime
railways:stonecutting/palettes/cycling/locometal_pillar | minecraft:stonecutting | minecraft:stonecutting railways:locometal_pillar railways:palettes/cycle_groups/base
railways:stonecutting/palettes/cycling/locometal_smokebox | minecraft:stonecutting | minecraft:stonecutting railways:locometal_smokebox railways:palettes/cycle_groups/base
railways:stonecutting/palettes/cycling/magenta_flat_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:magenta_flat_riveted_locometal railways:palettes/cycle_groups/magenta
railways:stonecutting/palettes/cycling/magenta_flat_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:magenta_flat_slashed_locometal railways:palettes/cycle_groups/magenta
railways:stonecutting/palettes/cycling/magenta_locometal_pillar | minecraft:stonecutting | minecraft:stonecutting railways:magenta_locometal_pillar railways:palettes/cycle_groups/magenta
railways:stonecutting/palettes/cycling/magenta_locometal_smokebox | minecraft:stonecutting | minecraft:stonecutting railways:magenta_locometal_smokebox railways:palettes/cycle_groups/magenta
railways:stonecutting/palettes/cycling/magenta_plated_locometal | minecraft:stonecutting | minecraft:stonecutting railways:magenta_plated_locometal railways:palettes/cycle_groups/magenta
railways:stonecutting/palettes/cycling/magenta_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:magenta_riveted_locometal railways:palettes/cycle_groups/magenta
railways:stonecutting/palettes/cycling/magenta_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:magenta_slashed_locometal railways:palettes/cycle_groups/magenta
railways:stonecutting/palettes/cycling/orange_flat_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:orange_flat_riveted_locometal railways:palettes/cycle_groups/orange
railways:stonecutting/palettes/cycling/orange_flat_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:orange_flat_slashed_locometal railways:palettes/cycle_groups/orange
railways:stonecutting/palettes/cycling/orange_locometal_pillar | minecraft:stonecutting | minecraft:stonecutting railways:orange_locometal_pillar railways:palettes/cycle_groups/orange
railways:stonecutting/palettes/cycling/orange_locometal_smokebox | minecraft:stonecutting | minecraft:stonecutting railways:orange_locometal_smokebox railways:palettes/cycle_groups/orange
railways:stonecutting/palettes/cycling/orange_plated_locometal | minecraft:stonecutting | minecraft:stonecutting railways:orange_plated_locometal railways:palettes/cycle_groups/orange
railways:stonecutting/palettes/cycling/orange_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:orange_riveted_locometal railways:palettes/cycle_groups/orange
railways:stonecutting/palettes/cycling/orange_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:orange_slashed_locometal railways:palettes/cycle_groups/orange
railways:stonecutting/palettes/cycling/pink_flat_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/pink railways:pink_flat_riveted_locometal
railways:stonecutting/palettes/cycling/pink_flat_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/pink railways:pink_flat_slashed_locometal
railways:stonecutting/palettes/cycling/pink_locometal_pillar | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/pink railways:pink_locometal_pillar
railways:stonecutting/palettes/cycling/pink_locometal_smokebox | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/pink railways:pink_locometal_smokebox
railways:stonecutting/palettes/cycling/pink_plated_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/pink railways:pink_plated_locometal
railways:stonecutting/palettes/cycling/pink_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/pink railways:pink_riveted_locometal
railways:stonecutting/palettes/cycling/pink_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/pink railways:pink_slashed_locometal
railways:stonecutting/palettes/cycling/plated_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/base railways:plated_locometal
railways:stonecutting/palettes/cycling/purple_flat_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/purple railways:purple_flat_riveted_locometal
railways:stonecutting/palettes/cycling/purple_flat_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/purple railways:purple_flat_slashed_locometal
railways:stonecutting/palettes/cycling/purple_locometal_pillar | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/purple railways:purple_locometal_pillar
railways:stonecutting/palettes/cycling/purple_locometal_smokebox | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/purple railways:purple_locometal_smokebox
railways:stonecutting/palettes/cycling/purple_plated_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/purple railways:purple_plated_locometal
railways:stonecutting/palettes/cycling/purple_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/purple railways:purple_riveted_locometal
railways:stonecutting/palettes/cycling/purple_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/purple railways:purple_slashed_locometal
railways:stonecutting/palettes/cycling/red_flat_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/red railways:red_flat_riveted_locometal
railways:stonecutting/palettes/cycling/red_flat_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/red railways:red_flat_slashed_locometal
railways:stonecutting/palettes/cycling/red_locometal_pillar | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/red railways:red_locometal_pillar
railways:stonecutting/palettes/cycling/red_locometal_smokebox | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/red railways:red_locometal_smokebox
railways:stonecutting/palettes/cycling/red_plated_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/red railways:red_plated_locometal
railways:stonecutting/palettes/cycling/red_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/red railways:red_riveted_locometal
railways:stonecutting/palettes/cycling/red_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/red railways:red_slashed_locometal
railways:stonecutting/palettes/cycling/riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/base railways:riveted_locometal
railways:stonecutting/palettes/cycling/slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/base railways:slashed_locometal
railways:stonecutting/palettes/cycling/white_flat_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/white railways:white_flat_riveted_locometal
railways:stonecutting/palettes/cycling/white_flat_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/white railways:white_flat_slashed_locometal
railways:stonecutting/palettes/cycling/white_locometal_pillar | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/white railways:white_locometal_pillar
railways:stonecutting/palettes/cycling/white_locometal_smokebox | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/white railways:white_locometal_smokebox
railways:stonecutting/palettes/cycling/white_plated_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/white railways:white_plated_locometal
railways:stonecutting/palettes/cycling/white_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/white railways:white_riveted_locometal
railways:stonecutting/palettes/cycling/white_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/white railways:white_slashed_locometal
railways:stonecutting/palettes/cycling/yellow_flat_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/yellow railways:yellow_flat_riveted_locometal
railways:stonecutting/palettes/cycling/yellow_flat_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/yellow railways:yellow_flat_slashed_locometal
railways:stonecutting/palettes/cycling/yellow_locometal_pillar | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/yellow railways:yellow_locometal_pillar
railways:stonecutting/palettes/cycling/yellow_locometal_smokebox | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/yellow railways:yellow_locometal_smokebox
railways:stonecutting/palettes/cycling/yellow_plated_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/yellow railways:yellow_plated_locometal
railways:stonecutting/palettes/cycling/yellow_riveted_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/yellow railways:yellow_riveted_locometal
railways:stonecutting/palettes/cycling/yellow_slashed_locometal | minecraft:stonecutting | minecraft:stonecutting railways:palettes/cycle_groups/yellow railways:yellow_slashed_locometal
railways:stonecutting/riveted_locometal | minecraft:stonecutting | minecraft:iron_block minecraft:stonecutting railways:riveted_locometal
