createfood:crafting/shaped/apple_cream_cake_from_shaped | minecraft:crafting_shaped | c:apple_cream_frosting_piping_bag c:cake_base createfood:apple_cream_cake createfood:enabled minecraft:crafting_shaped
createfood:minecraft/crafting/raw_mushroom_fish_pizza_from_crafting_alt_2 | minecraft:crafting_shapeless | c:mushrooms c:raw_fish_pizza createfood:enabled createfood:raw_mushroom_fish_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_mushroom_onion_pizza_alt_1_from_crafting | minecraft:crafting_shapeless | c:cheeses c:mushrooms c:onion c:pizza_dough c:tomato_sauce createfood:enabled createfood:raw_mushroom_onion_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_mushroom_onion_pizza_from_crafting | minecraft:crafting_shapeless | c:onion c:raw_mushroom_pizza createfood:enabled createfood:raw_mushroom_onion_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_mushroom_onion_pizza_from_crafting_alt_2 | minecraft:crafting_shapeless | c:mushrooms c:raw_onion_pizza createfood:enabled createfood:raw_mushroom_onion_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_mushroom_pizza_alt_1_from_crafting | minecraft:crafting_shapeless | c:cheeses c:mushrooms c:pizza_dough c:tomato_sauce createfood:enabled createfood:raw_mushroom_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_mushroom_pizza_from_crafting | minecraft:crafting_shapeless | c:mushrooms c:raw_cheese_pizza createfood:enabled createfood:raw_mushroom_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_mutton_calzone_from_crafting | minecraft:crafting_shapeless | c:gyro_mutton_ingredient c:raw_cheese_calzone createfood:enabled createfood:raw_mutton_calzone minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_onion_bacon_pizza_alt_1_from_crafting | minecraft:crafting_shapeless | c:cheeses c:cooked_pork c:onion c:pizza_dough c:tomato_sauce createfood:enabled createfood:raw_onion_bacon_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_onion_bacon_pizza_from_crafting | minecraft:crafting_shapeless | c:cooked_pork c:raw_onion_pizza createfood:enabled createfood:raw_onion_bacon_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_onion_bacon_pizza_from_crafting_alt_2 | minecraft:crafting_shapeless | c:onion c:raw_bacon_pizza createfood:enabled createfood:raw_onion_bacon_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_onion_calzone_from_crafting | minecraft:crafting_shapeless | c:onion c:raw_cheese_calzone createfood:enabled createfood:raw_onion_calzone minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_onion_pizza_alt_1_from_crafting | minecraft:crafting_shapeless | c:cheeses c:onion c:pizza_dough c:tomato_sauce createfood:enabled createfood:raw_onion_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_onion_pizza_from_crafting | minecraft:crafting_shapeless | c:onion c:raw_cheese_pizza createfood:enabled createfood:raw_onion_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_onion_rings_from_crafting | minecraft:crafting_shapeless | c:bread_crumbs c:onion createfood:enabled createfood:raw_onion_rings minecraft:crafting_shapeless minecraft:egg
createfood:minecraft/crafting/raw_pastry_base_from_crafting | minecraft:crafting_shapeless | c:butter c:sweet_dough createfood:enabled createfood:raw_pastry_base minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_pie_crust | minecraft:crafting_shapeless | c:butter c:flours/wheat c:milks createfood:enabled createfood:raw_pie_crust minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_pretzel_stick_from_crafting | minecraft:crafting_shapeless | c:salt_dough_small createfood:enabled createfood:raw_pretzel_stick minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_pumpkin_pie_from_crafting | minecraft:crafting_shapeless | c:pumpkin_pie_filling_bucket c:raw_pie_crust createfood:enabled createfood:raw_pumpkin_pie minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_rabbit_calzone_from_crafting | minecraft:crafting_shapeless | c:cooked_rabbit c:raw_cheese_calzone createfood:enabled createfood:raw_rabbit_calzone minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_bacon_pizza_alt_1_from_crafting | minecraft:crafting_shapeless | c:cheeses c:cooked_pork c:pizza_dough c:sausages c:tomato_sauce createfood:enabled createfood:raw_sausage_bacon_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_bacon_pizza_from_crafting | minecraft:crafting_shapeless | c:cooked_pork c:raw_sausage_pizza createfood:enabled createfood:raw_sausage_bacon_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_bacon_pizza_from_crafting_alt_2 | minecraft:crafting_shapeless | c:raw_bacon_pizza c:sausages createfood:enabled createfood:raw_sausage_bacon_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_calzone_from_crafting | minecraft:crafting_shapeless | c:raw_cheese_calzone c:sausages createfood:enabled createfood:raw_sausage_calzone minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_fish_pizza_alt_1_from_crafting | minecraft:crafting_shapeless | c:cheeses c:cooked_fishes c:pizza_dough c:sausages c:tomato_sauce createfood:enabled createfood:raw_sausage_fish_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_fish_pizza_from_crafting | minecraft:crafting_shapeless | c:cooked_fishes c:raw_sausage_pizza createfood:enabled createfood:raw_sausage_fish_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_fish_pizza_from_crafting_alt_2 | minecraft:crafting_shapeless | c:raw_fish_pizza c:sausages createfood:enabled createfood:raw_sausage_fish_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_mushroom_pizza_alt_1_from_crafting | minecraft:crafting_shapeless | c:cheeses c:mushrooms c:pizza_dough c:sausages c:tomato_sauce createfood:enabled createfood:raw_sausage_mushroom_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_mushroom_pizza_from_crafting | minecraft:crafting_shapeless | c:mushrooms c:raw_sausage_pizza createfood:enabled createfood:raw_sausage_mushroom_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_mushroom_pizza_from_crafting_alt_2 | minecraft:crafting_shapeless | c:raw_mushroom_pizza c:sausages createfood:enabled createfood:raw_sausage_mushroom_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_onion_pizza_alt_1_from_crafting | minecraft:crafting_shapeless | c:cheeses c:onion c:pizza_dough c:sausages c:tomato_sauce createfood:enabled createfood:raw_sausage_onion_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_onion_pizza_from_crafting | minecraft:crafting_shapeless | c:onion c:raw_sausage_pizza createfood:enabled createfood:raw_sausage_onion_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_onion_pizza_from_crafting_alt_2 | minecraft:crafting_shapeless | c:raw_onion_pizza c:sausages createfood:enabled createfood:raw_sausage_onion_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_pizza_alt_1_from_crafting | minecraft:crafting_shapeless | c:cheeses c:pizza_dough c:sausages c:tomato_sauce createfood:enabled createfood:raw_sausage_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_pizza_from_crafting | minecraft:crafting_shapeless | c:raw_cheese_pizza c:sausages createfood:enabled createfood:raw_sausage_pizza minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_roll_cheese_from_crafting | minecraft:crafting_shapeless | c:butter_dough c:cheeses c:raw_sausages createfood:enabled createfood:raw_sausage_roll_cheese minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sausage_roll_from_crafting | minecraft:crafting_shapeless | c:butter_dough c:raw_sausages createfood:enabled createfood:raw_sausage_roll minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_scone_from_crafting | minecraft:crafting_shapeless | c:butter_dough_small c:sugar_dough_small createfood:enabled createfood:raw_scone minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_snickerdoodle_from_dough_crafting | minecraft:crafting_shapeless | c:dusts/cinnamon c:sugar c:sweet_dough createfood:enabled createfood:raw_snickerdoodle fabric:tags_populated minecraft:crafting_shapeless minecraft:item neoforge:not neoforge:tag_empty
createfood:minecraft/crafting/raw_snickerdoodle_from_egg_crafting | minecraft:crafting_shapeless | c:dusts/cinnamon c:eggs c:sugar createfood:enabled createfood:raw_snickerdoodle fabric:tags_populated minecraft:crafting_shapeless minecraft:item minecraft:wheat neoforge:not neoforge:tag_empty
createfood:minecraft/crafting/raw_snickerdoodle_from_wheat_crafting | minecraft:crafting_shapeless | c:dusts/cinnamon c:sugar createfood:enabled createfood:raw_snickerdoodle fabric:tags_populated minecraft:crafting_shapeless minecraft:item minecraft:water_bucket minecraft:wheat neoforge:not neoforge:tag_empty
createfood:minecraft/crafting/raw_soul_berry_cookie_from_dough_crafting | minecraft:crafting_shapeless | c:sweet_dough createfood:enabled createfood:raw_soul_berry_cookie fabric:all_mods_loaded frightsdelight:soul_berry minecraft:crafting_shapeless neoforge:mod_loaded
createfood:minecraft/crafting/raw_soul_berry_cookie_from_egg_crafting | minecraft:crafting_shapeless | c:eggs createfood:enabled createfood:raw_soul_berry_cookie fabric:all_mods_loaded frightsdelight:soul_berry minecraft:crafting_shapeless minecraft:wheat neoforge:mod_loaded
createfood:minecraft/crafting/raw_soul_berry_cookie_from_wheat_crafting | minecraft:crafting_shapeless | createfood:enabled createfood:raw_soul_berry_cookie fabric:all_mods_loaded frightsdelight:soul_berry minecraft:crafting_shapeless minecraft:water_bucket minecraft:wheat neoforge:mod_loaded
createfood:minecraft/crafting/raw_spicy_sausage_roll_cheese_from_crafting | minecraft:crafting_shapeless | c:butter_dough c:cheeses c:raw_spicy_sausages createfood:enabled createfood:raw_spicy_sausage_roll_cheese minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_spicy_sausage_roll_from_crafting | minecraft:crafting_shapeless | c:butter_dough c:raw_spicy_sausages createfood:enabled createfood:raw_spicy_sausage_roll minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_spicy_sausages_from_crafting | minecraft:crafting_shapeless | c:paprika c:raw_sausages createfood:enabled createfood:raw_spicy_sausages minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_spider_eye_cookie_from_dough_crafting | minecraft:crafting_shapeless | c:sweet_dough createfood:enabled createfood:raw_spider_eye_cookie minecraft:crafting_shapeless minecraft:spider_eye
createfood:minecraft/crafting/raw_spider_eye_cookie_from_egg_crafting | minecraft:crafting_shapeless | c:eggs createfood:enabled createfood:raw_spider_eye_cookie minecraft:crafting_shapeless minecraft:spider_eye minecraft:wheat
createfood:minecraft/crafting/raw_spider_eye_cookie_from_wheat_crafting | minecraft:crafting_shapeless | createfood:enabled createfood:raw_spider_eye_cookie minecraft:crafting_shapeless minecraft:spider_eye minecraft:water_bucket minecraft:wheat
createfood:minecraft/crafting/raw_sugar_cookie_from_dough_crafting | minecraft:crafting_shapeless | c:sugar c:sweet_dough createfood:enabled createfood:raw_sugar_cookie minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_sugar_cookie_from_egg_crafting | minecraft:crafting_shapeless | c:eggs c:sugar createfood:enabled createfood:raw_sugar_cookie minecraft:crafting_shapeless minecraft:wheat
createfood:minecraft/crafting/raw_sugar_cookie_from_wheat_crafting | minecraft:crafting_shapeless | c:sugar createfood:enabled createfood:raw_sugar_cookie minecraft:crafting_shapeless minecraft:water_bucket minecraft:wheat
createfood:minecraft/crafting/raw_sweet_roll_base_from_crafting | minecraft:crafting_shapeless | c:sugar c:sweet_dough createfood:enabled createfood:raw_sweet_roll_base minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_tater_tots_from_crafting | minecraft:crafting_shapeless | c:flours c:salt c:shredded_potato createfood:enabled createfood:raw_tater_tots minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_toffee_chip_chocolate_cookie_from_dough_crafting | minecraft:crafting_shapeless | c:chocolate_sweet_dough c:toffee_chips createfood:enabled createfood:raw_toffee_chip_chocolate_cookie minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_toffee_chip_chocolate_cookie_from_egg_crafting | minecraft:crafting_shapeless | c:cocoa_powder c:eggs c:sugar c:toffee_chips createfood:enabled createfood:raw_toffee_chip_chocolate_cookie minecraft:crafting_shapeless minecraft:wheat
createfood:minecraft/crafting/raw_toffee_chip_chocolate_cookie_from_wheat_crafting | minecraft:crafting_shapeless | c:cocoa_powder c:sugar c:toffee_chips createfood:enabled createfood:raw_toffee_chip_chocolate_cookie minecraft:crafting_shapeless minecraft:water_bucket minecraft:wheat
createfood:minecraft/crafting/raw_toffee_chip_cookie_from_dough_crafting | minecraft:crafting_shapeless | c:sweet_dough c:toffee_chips createfood:enabled createfood:raw_toffee_chip_cookie minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_toffee_chip_cookie_from_egg_crafting | minecraft:crafting_shapeless | c:eggs c:sugar c:toffee_chips createfood:enabled createfood:raw_toffee_chip_cookie minecraft:crafting_shapeless minecraft:wheat
createfood:minecraft/crafting/raw_toffee_chip_cookie_from_wheat_crafting | minecraft:crafting_shapeless | c:sugar c:toffee_chips createfood:enabled createfood:raw_toffee_chip_cookie minecraft:crafting_shapeless minecraft:water_bucket minecraft:wheat
createfood:minecraft/crafting/raw_ube_cookie_from_dough_crafting | minecraft:crafting_shapeless | c:sweet_dough c:vegetables/ube createfood:enabled createfood:raw_ube_cookie fabric:tags_populated minecraft:crafting_shapeless minecraft:item neoforge:not neoforge:tag_empty
createfood:minecraft/crafting/raw_ube_cookie_from_egg_crafting | minecraft:crafting_shapeless | c:eggs c:vegetables/ube createfood:enabled createfood:raw_ube_cookie fabric:tags_populated minecraft:crafting_shapeless minecraft:item minecraft:wheat neoforge:not neoforge:tag_empty
createfood:minecraft/crafting/raw_ube_cookie_from_wheat_crafting | minecraft:crafting_shapeless | c:vegetables/ube createfood:enabled createfood:raw_ube_cookie fabric:tags_populated minecraft:crafting_shapeless minecraft:item minecraft:water_bucket minecraft:wheat neoforge:not neoforge:tag_empty
createfood:minecraft/crafting/raw_white_chocolate_chip_chocolate_cookie_from_dough_crafting | minecraft:crafting_shapeless | c:chocolate_sweet_dough c:white_chocolate_chips createfood:enabled createfood:raw_white_chocolate_chip_chocolate_cookie minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_white_chocolate_chip_chocolate_cookie_from_egg_crafting | minecraft:crafting_shapeless | c:cocoa_powder c:eggs c:sugar c:white_chocolate_chips createfood:enabled createfood:raw_white_chocolate_chip_chocolate_cookie minecraft:crafting_shapeless minecraft:wheat
createfood:minecraft/crafting/raw_white_chocolate_chip_chocolate_cookie_from_wheat_crafting | minecraft:crafting_shapeless | c:cocoa_powder c:sugar c:white_chocolate_chips createfood:enabled createfood:raw_white_chocolate_chip_chocolate_cookie minecraft:crafting_shapeless minecraft:water_bucket minecraft:wheat
createfood:minecraft/crafting/raw_white_chocolate_chip_cookie_from_dough_crafting | minecraft:crafting_shapeless | c:sweet_dough c:white_chocolate_chips createfood:enabled createfood:raw_white_chocolate_chip_cookie minecraft:crafting_shapeless
createfood:minecraft/crafting/raw_white_chocolate_chip_cookie_from_egg_crafting | minecraft:crafting_shapeless | c:eggs c:sugar c:white_chocolate_chips createfood:enabled createfood:raw_white_chocolate_chip_cookie minecraft:crafting_shapeless minecraft:wheat
createfood:minecraft/crafting/raw_white_chocolate_chip_cookie_from_wheat_crafting | minecraft:crafting_shapeless | c:sugar c:white_chocolate_chips createfood:enabled createfood:raw_white_chocolate_chip_cookie minecraft:crafting_shapeless minecraft:water_bucket minecraft:wheat
